Warp,640,320,2D03444F,0,1,1,4294967295,0
Block,224,480,,0,1,1,4294967295,0
Block,224,512,,0,1,1,4294967295,0
Block,224,544,,0,1,1,4294967295,0
Block,224,576,,0,1,1,4294967295,0
Block,352,480,,0,1,1,4294967295,0
Block,352,512,,0,1,1,4294967295,0
Block,352,544,,0,1,1,4294967295,0
Block,352,576,,0,1,1,4294967295,0
Block,224,608,,0,1,1,4294967295,0
Block,352,608,,0,1,1,4294967295,0
Block,192,480,,0,1,1,4294967295,0
Block,160,480,,0,1,1,4294967295,0
Block,160,448,,0,1,1,4294967295,0
Block,128,448,,0,1,1,4294967295,0
Block,96,448,,0,1,1,4294967295,0
Block,64,448,,0,1,1,4294967295,0
Block,64,416,,0,1,1,4294967295,0
Block,32,416,,0,1,1,4294967295,0
Block,0,416,,0,1,1,4294967295,0
Block,-32,416,,0,1,1,4294967295,0
Block,-32,384,,0,1,1,4294967295,0
Block,-32,352,,0,1,1,4294967295,0
Block,-32,320,,0,1,1,4294967295,0
Block,-32,288,,0,1,1,4294967295,0
Block,-32,256,,0,1,1,4294967295,0
Block,-32,224,,0,1,1,4294967295,0
Block,-32,192,,0,1,1,4294967295,0
Block,-32,160,,0,1,1,4294967295,0
Block,-32,128,,0,1,1,4294967295,0
Block,-32,96,,0,1,1,4294967295,0
Block,-32,64,,0,1,1,4294967295,0
Block,-32,32,,0,1,1,4294967295,0
Block,-32,0,,0,1,1,4294967295,0
Block,-32,-32,,0,1,1,4294967295,0
Block,0,-32,,0,1,1,4294967295,0
Block,32,-32,,0,1,1,4294967295,0
Block,64,-32,,0,1,1,4294967295,0
Block,96,-32,,0,1,1,4294967295,0
Block,128,-32,,0,1,1,4294967295,0
Block,160,-32,,0,1,1,4294967295,0
Block,192,-32,,0,1,1,4294967295,0
Block,224,-32,,0,1,1,4294967295,0
Block,256,-32,,0,1,1,4294967295,0
Block,288,-32,,0,1,1,4294967295,0
Block,320,-32,,0,1,1,4294967295,0
Block,352,-32,,0,1,1,4294967295,0
Block,384,-32,,0,1,1,4294967295,0
Block,416,-32,,0,1,1,4294967295,0
Block,448,-32,,0,1,1,4294967295,0
Block,480,-32,,0,1,1,4294967295,0
Block,512,-32,,0,1,1,4294967295,0
Block,544,-32,,0,1,1,4294967295,0
Block,576,-32,,0,1,1,4294967295,0
Block,608,-32,,0,1,1,4294967295,0
Block,640,-32,,0,1,1,4294967295,0
Block,672,-32,,0,1,1,4294967295,0
Block,704,-32,,0,1,1,4294967295,0
Block,736,-32,,0,1,1,4294967295,0
Block,768,-32,,0,1,1,4294967295,0
Block,800,-32,,0,1,1,4294967295,0
Block,800,0,,0,1,1,4294967295,0
Block,800,32,,0,1,1,4294967295,0
Block,800,64,,0,1,1,4294967295,0
Block,800,96,,0,1,1,4294967295,0
Block,800,128,,0,1,1,4294967295,0
Block,800,160,,0,1,1,4294967295,0
Block,800,192,,0,1,1,4294967295,0
Block,800,224,,0,1,1,4294967295,0
Block,800,256,,0,1,1,4294967295,0
Block,800,288,,0,1,1,4294967295,0
Block,800,320,,0,1,1,4294967295,0
Block,800,352,,0,1,1,4294967295,0
Block,768,352,,0,1,1,4294967295,0
Block,736,352,,0,1,1,4294967295,0
Block,704,352,,0,1,1,4294967295,0
Block,672,352,,0,1,1,4294967295,0
Block,640,352,,0,1,1,4294967295,0
Block,608,352,,0,1,1,4294967295,0
Block,576,352,,0,1,1,4294967295,0
Block,544,352,,0,1,1,4294967295,0
Block,544,384,,0,1,1,4294967295,0
Block,512,384,,0,1,1,4294967295,0
Block,480,384,,0,1,1,4294967295,0
Block,480,416,,0,1,1,4294967295,0
Block,448,416,,0,1,1,4294967295,0
Block,448,448,,0,1,1,4294967295,0
Block,416,448,,0,1,1,4294967295,0
Block,416,480,,0,1,1,4294967295,0
Block,384,480,,0,1,1,4294967295,0
Block,256,608,,0,1,1,4294967295,0
Block,288,608,,0,1,1,4294967295,0
Block,320,608,,0,1,1,4294967295,0
MusicPlayer,0,0,7CAA3272,0,1,1,4294967295,0
GameClear,352,448,,0,1,1,4294967295,0
TextDraw,352,96,9A0E43A7,0,1,1,4294967295,0
TimerFreeze,32,0,,0,1,1,4294967295,0
SavePointHard,384,448,,0,1,1,4294967295,0
TextDraw,656,304,92D2AA71,0,1,1,4294967295,0
TextDraw,784,16,CC6259BF,0,1,1,4294967295,0
PlayerStart,352,448,,0,1,1,4294967295,0
Water1,256,480,,0,1,1,4294967295,0
Water1,288,480,,0,1,1,4294967295,0
Water1,320,480,,0,1,1,4294967295,0
Water1,256,512,,0,1,1,4294967295,0
Water1,288,512,,0,1,1,4294967295,0
Water1,320,512,,0,1,1,4294967295,0
Water1,256,544,,0,1,1,4294967295,0
Water1,288,544,,0,1,1,4294967295,0
Water1,320,544,,0,1,1,4294967295,0
Water1,256,576,,0,1,1,4294967295,0
Water1,288,576,,0,1,1,4294967295,0
Water1,320,576,,0,1,1,4294967295,0
